,T98G,RD,A-673,L-1236,786-0,A498,A549,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-15,HCT116,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H226,NCI-H322M,NCI-H522,NCIH23,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC62,UO-31,TC-71,HDLM-2,L-428,A2780,A375,A427,ES2,HT144,LOVO,MDAMB436,NCIH1650,NCIH2122,NCIH520,OCUBM,OV90,PA1,RKO,RPMI7951,SKMES1,SW837,UWB1289,VCAP,A2058
CETN3,8.030216557,7.413890199,8.170359612,8.088754686,7.024207141,7.731352816,7.792639059,7.736759793,7.431716675,7.390470495,7.930302993,7.544194899,8.635196862,5.77739749,7.874953004,7.006290438,8.665670869,8.227149785,7.592745032,7.33252389,7.106857909,7.934132294,8.736592516,8.533544801,7.888688391,8.292662497,8.509914048,8.554284763,7.48895943,7.953065931,6.930237262,5.79397951,7.391041421,8.078063532,6.82702723,7.353824974,8.335388187,7.359503903,9.06301638,7.555187468,7.157948566,7.193982462,7.419683653,6.879094602,7.848555277,7.371042321,7.846330599,6.496495136,8.416378462,7.064882145,8.080190748,7.350677133,8.236060825,8.43841985,8.235970163,6.400056771,7.766498912,7.825177195,7.280765117,8.372789416,7.708439322,7.761025701,8.333421294,8.797602395,9.123314386,7.605020031,6.962203453,7.64471096,8.117253007,7.953441686,8.591187404,7.493499907,8.102099537,8.69004014,7.474870546,7.295533537,7.190466359,8.239098901,8.571077679,6.354965271,7.357454929
SMC4,9.380842778,9.569649217,9.869607578,9.70411054,8.578817689,8.429035058,8.947338802,7.983270874,9.937274832,8.866537023,10.282,8.191979168,10.08557095,8.462954792,8.335756934,8.174259135,8.848204958,8.967642243,9.206208367,9.961780037,8.580173076,9.42334052,10.51093999,9.82927351,7.65912443,10.33603899,8.730165779,9.889008625,9.974964679,9.431579741,10.07336595,8.165557692,9.090857693,10.24882556,10.59393593,10.44601008,8.839948695,10.55675316,9.695736417,10.45636205,10.38985891,9.896851267,8.807643982,10.26597563,9.467757952,9.484643999,8.547242024,7.381576711,10.59456342,9.290237357,9.923971907,7.982236989,8.843103497,10.52545209,10.45741362,4.446636915,8.906605055,8.711739136,9.038503285,10.95552921,10.54781692,9.084039345,8.600758162,10.06297506,9.229858549,8.264356143,9.127031056,10.06037624,9.243815824,9.694473341,10.08200667,9.974468749,9.716573409,9.004919661,8.479832035,9.138029788,8.611640375,8.700357826,10.84360542,9.035237267,8.754456616
SMARCD2,6.079236217,4.733348965,6.704451577,5.711691652,6.380031191,6.386069841,6.017311961,6.265050889,5.119787865,6.921739474,6.586290897,6.347445929,6.835703987,5.810297966,7.010155628,7.353345994,6.876370866,5.524825563,6.275108263,4.978506187,6.944316975,6.231210687,6.34243411,6.46392645,6.359055409,6.856785679,8.007640503,6.336317663,5.788116919,6.552094967,5.638791026,6.020932013,6.453927138,5.747478583,5.940347404,6.215139222,6.015695627,6.60331147,7.133341987,6.627877611,5.165803689,5.716585929,6.668614341,5.582581407,6.98572319,6.233740984,6.444844126,6.208226557,6.271399219,4.900637444,6.209705025,7.262786988,7.428207106,6.443795802,5.398355807,7.103647319,6.288604598,5.330440459,6.952330842,5.479420995,6.398625762,5.938341862,6.570815231,6.659386859,6.667049979,7.746784933,6.573554485,5.491736566,6.627325469,6.896925657,7.029202231,7.700650113,6.207573279,6.305763501,6.522786084,5.384145306,6.781422156,6.55970263,6.808827264,6.5547694,7.164914434
MPZL1,5.901881145,5.4759418,5.870472179,5.943332016,5.983957296,6.971104858,6.362098619,7.739055645,6.506952022,7.952928487,5.501105941,5.899905349,6.300100265,6.482188434,5.906457184,6.360909204,5.499089011,5.981933539,6.033983058,5.685661608,5.453050508,6.281547363,5.941991014,5.693552451,5.404394775,4.830250648,5.461752123,5.889075146,6.387450615,5.7407444,6.506498798,5.958242899,5.995726626,5.446247091,5.892152131,5.866220021,5.19801055,5.261450928,5.997937393,6.585228914,6.616375274,6.072593297,6.027598642,6.331411756,5.850415774,5.491783796,6.088748673,5.828494763,5.884292577,5.838196501,6.138322321,5.78399099,5.114628383,6.933270665,5.680552455,6.473082485,5.985298506,5.769747986,5.642164482,5.782495686,5.031982579,6.113863162,5.152887181,5.804822665,5.445208682,5.290630172,6.165215561,5.939470386,5.583581353,6.644657817,5.830655939,6.243493789,5.889592611,5.544770017,5.633179387,5.536380259,6.391600982,5.54220764,5.933646913,5.750773964,5.902556451
NRAS,8.624584015,8.47954166,8.221460867,8.19123959,8.105883052,7.959905456,7.525950043,7.350650978,9.559635543,8.498548818,8.16598687,7.283563221,8.097151072,7.857502889,7.767041941,7.285073856,7.501184286,6.626152915,9.203765792,9.391825076,7.31142777,7.844429078,8.986409167,6.802372777,8.214622378,8.433605318,9.767756248,8.375437172,8.599285411,8.444121409,8.296879043,7.256320223,9.117621815,9.520345475,7.568106256,7.112626663,7.972139411,8.135193516,6.012126272,7.765604506,9.340321188,9.055117619,6.932101799,8.711754669,9.049769841,8.512113682,8.730998972,7.419638702,8.502471701,8.198132068,9.106618234,6.937236302,7.050695883,8.932599731,7.956833087,8.58823006,8.049830887,8.427027406,8.956052092,8.89866094,9.24016632,8.182442153,6.904706167,8.249686964,7.373786407,6.508149492,7.833922947,8.222252417,7.60288306,7.384693535,8.235282019,6.774806717,8.507383094,8.772285532,5.748202143,8.403504428,9.148803835,6.746081513,9.23254405,5.802853112,8.027351215
EBNA1BP2,7.925967373,7.361583822,7.547821094,6.588844019,7.03098376,7.157154549,7.293220366,6.877705592,8.432282639,7.527022149,7.710908338,6.947851011,8.499780199,7.853247747,7.355320654,7.055817679,7.488180874,6.731435442,7.592836456,7.929784673,7.083223411,7.020540273,7.434802744,7.231786178,7.945369215,8.090680203,6.872359849,7.412168991,8.510368051,7.38241164,8.688584626,7.109497995,7.456660436,9.126514737,8.357114778,7.259706068,6.962463588,7.836619038,7.906790068,8.439359585,7.813705436,8.224189335,6.666129245,7.030565396,8.188479667,7.715407111,7.167002363,7.504914222,9.221316372,7.055863384,7.967264774,8.212027972,8.006930837,9.386105771,7.306922794,7.203441071,8.047115339,7.230660581,7.898238352,7.331380209,8.36408699,7.281286343,7.72584576,7.413659426,8.163147309,7.840719243,5.593330724,8.485366275,7.030187518,8.117480463,8.503225649,7.774656605,7.473135684,7.375927758,7.840960142,7.448910154,7.550687148,7.617367345,7.642925608,7.080601141,7.285034516
TATDN2,5.978494758,5.616441417,6.064489934,6.651750735,6.105976138,5.805289127,6.129344554,5.339438377,7.578675595,6.581792747,7.22928757,4.945290431,6.509316939,6.195274243,6.690558712,6.718402938,5.595294546,6.712880391,6.237618795,6.453131195,5.43417841,6.156161861,6.4022865,6.07072512,6.240909728,6.535137382,7.382956415,6.232220345,5.906911994,7.821559354,7.066209261,5.731450187,5.589329248,6.161459452,6.343189385,5.505536845,5.075238927,5.919095409,7.294231608,6.730155569,5.813431069,6.703208986,6.468832247,6.456660133,6.301658104,5.911709284,6.196454028,6.825615426,6.671286072,6.446631569,6.870155685,6.16783242,5.924283771,6.242672096,5.680532719,5.684442417,5.612579706,6.086097742,6.246606135,7.112427795,7.120448429,6.372098142,6.279952618,5.944221542,5.85055588,6.508651475,6.150351369,7.055873796,6.281455659,6.269500606,6.558186894,6.918590943,5.412292437,6.011916631,6.173813435,6.110734569,6.154181416,5.857074523,6.047156926,7.459221021,6.450431722
LRPAP1,7.960915779,8.007226818,8.487447167,7.486281516,9.754418437,8.824243161,8.206590431,7.813376577,8.332965958,8.712612985,8.274099,8.811818518,8.057082674,9.228301871,7.845431737,8.964852186,8.493546922,9.310827901,9.606091012,7.779478004,8.168626352,8.825308909,7.389711712,8.189207414,8.628178753,8.391918937,7.872395092,7.815687692,7.361365028,7.905796811,8.3149493,9.828564442,8.197945702,8.238616765,7.224585771,8.335495346,7.867248315,8.597612619,7.938126991,9.787695163,7.896427072,8.172522063,9.599652666,9.367909361,9.16244079,9.802236521,9.17655546,9.610925934,6.490340407,8.416201186,8.527977945,8.296689876,8.10574965,7.901884583,8.99487154,9.882861666,9.627418489,8.22514486,8.271755322,7.082108122,7.229269938,8.240463704,8.681234915,8.325801907,9.357863999,8.803827554,8.880887312,8.930270358,9.422102311,9.110953999,8.300273189,8.725248714,9.167056204,7.507545048,8.617858973,8.4736131,9.310155158,8.869111791,8.097449219,8.010043763,9.851612678
BNIP3L,10.53134949,10.23395298,10.20994055,8.689849648,9.84289576,9.734792869,10.18042747,10.21583527,10.48374447,10.56351398,9.723453462,9.284690279,10.34546439,8.658865269,8.35535647,9.558519448,9.526587219,9.739976865,8.599719394,12.1508941,8.987238985,9.225232721,10.32510756,10.00399841,8.330713165,9.069425017,8.408040096,8.37087355,8.819297938,10.9461854,8.928464383,8.765414298,7.030253939,9.873861575,7.766803948,8.840537174,10.16784615,9.556532368,9.504988844,8.738053907,10.12671863,9.951710836,10.28048935,10.82544268,9.665590752,10.02104513,9.412247698,10.17822079,9.759224178,10.81280938,9.187090983,7.922668177,9.398812062,8.562961886,10.34778611,9.130595086,10.49324702,10.04739732,9.468084205,7.757050717,8.506961674,9.774589786,8.454933016,9.654164869,9.414819842,9.384005696,8.799923001,9.183089412,9.266898944,8.817196922,8.356866258,7.92520417,8.252382488,9.257383778,8.852949938,10.10228241,8.762562914,8.081319406,7.527170108,3.628536413,9.727206528
TBPL1,7.847867311,7.437858259,7.983640426,8.005709074,8.254016984,7.390545727,8.090298818,7.555363973,8.944407052,8.110880173,8.093741933,10.91489811,7.480787785,7.446539896,8.186666636,6.830672676,8.031065522,7.128549164,7.025540911,8.611951746,7.536614907,7.832235611,10.7420482,7.687467373,8.771170929,7.562563851,7.267990628,7.878440541,8.140538123,9.09457537,7.487336441,6.274747341,7.86283526,7.815234611,7.095027124,8.329314096,7.798085345,8.443774254,7.721879453,7.03779615,8.144831005,8.17723623,7.811526241,7.436144701,7.623904319,7.427441261,7.841567367,8.350622622,7.552985328,8.241527992,8.053370021,8.101771466,8.240276669,7.620232168,7.740542676,6.7450301,7.924056317,7.734034194,8.293795191,8.509747533,8.689521665,8.110171042,8.036864988,8.372576812,8.724952877,7.744088833,6.989678594,8.644915531,5.969144418,7.683726966,8.414397113,8.8664961,7.797193645,9.201259057,8.007192929,8.106433714,7.952117479,7.710630079,8.055393499,8.158101387,7.98820885
RAE1,8.298878049,8.564416623,8.253344406,8.390666025,7.700936768,8.000904917,7.841587272,6.950769486,8.357923576,8.078610053,9.344511489,9.610185065,8.503004541,8.411478556,7.934939494,8.367162649,8.167417075,7.916849871,7.964448145,7.66688732,8.128999051,8.168669759,8.12708639,8.883485913,7.941195762,8.969689731,9.021509341,8.997154178,8.100793394,9.436773451,8.654046576,8.445108633,8.877636765,9.103309501,8.675242201,8.21212977,7.536695132,9.802941545,8.821872311,7.775042468,8.223490329,8.783600607,8.359725031,8.08991195,8.817891406,8.68746227,8.965856238,7.940030041,9.045336794,8.014769523,8.864602307,9.227259382,8.811200168,8.685678776,8.564230016,8.628597443,8.524741366,7.498021315,8.164927824,7.311839366,8.174688104,8.278914687,8.839628325,8.115785984,8.543512382,9.664252698,8.019227627,8.49272379,8.453673988,8.324926671,8.354965284,8.715542694,8.174308577,7.361846306,8.8191967,8.796366241,7.975056481,8.478852372,8.754479376,8.14925462,7.84697273
CDK1,8.298602495,8.049588791,8.81972437,7.449106391,8.488907024,7.950222525,7.763039657,7.296685866,8.125564356,7.40446434,9.092984254,6.30887989,8.83532451,7.717901307,7.995401813,8.092610066,7.989815193,7.558381265,7.64744683,7.915832351,7.622509427,8.080084514,9.054898366,8.69375593,5.600369689,8.837278353,7.882313913,9.265306924,8.646280326,9.175345084,7.928461276,8.053339678,7.808355853,8.213911361,9.069504195,8.06314378,6.986533585,8.786720779,9.275330796,7.909812634,8.247886192,8.286662881,7.506738774,8.085600458,8.01507144,7.467488439,7.535556773,5.376505524,9.276492622,7.837113733,8.523283457,7.883154009,8.980217774,8.58445562,8.54942454,7.391039851,7.536309557,7.239347247,8.453380809,8.682385646,8.763806043,8.529887946,7.257068262,8.371059578,7.889578582,6.807528934,8.357688927,9.110226074,8.264017109,8.654564349,8.7324419,8.710708226,8.853924399,8.588963134,7.119971238,7.482425739,7.761329123,8.07720397,9.214525471,8.237507555,8.221226198
SLC35A1,6.275088441,6.184130974,7.810170287,6.824855587,7.513003166,7.329868713,7.444592197,8.20376743,7.897513501,7.116033373,7.32700112,7.001915514,6.856451877,8.213970828,8.632459328,6.110660676,8.475986143,7.068939731,7.521826403,6.497029296,8.345163021,7.626595718,7.018654601,8.129148953,6.931770838,7.176504116,8.253883106,7.537939575,7.939350134,7.098727739,6.900269451,6.188677633,7.591727146,6.981162394,6.578523656,6.590899131,8.695280114,7.656420611,7.046240645,6.996919681,7.029407085,7.041365527,7.114985092,7.487671146,6.662016611,7.01983132,6.643336434,7.639967422,6.037402517,7.316729434,8.107658191,7.444658703,9.030593775,7.172981448,6.576272404,6.58425851,6.815901736,7.21400635,7.656240658,7.300957481,7.291057068,8.194509049,7.076808561,8.082840814,6.987502636,6.924737307,6.954566935,7.337236268,8.229096697,7.206188579,8.029740721,8.054874121,6.828809659,7.745729431,7.082574795,6.949539123,7.330727746,6.155468822,6.348915645,7.412696088,7.525737315
NIPSNAP1,4.946255572,6.627226889,7.063804129,6.233161055,6.486499504,5.556021217,7.091449917,7.528292585,5.834294489,6.638377737,6.315689928,5.217883678,6.204746586,6.269681984,6.63965774,7.352125101,7.105804884,6.229477863,6.164582148,6.995734637,7.808567754,7.312691356,5.516083562,7.929492258,5.757250794,5.74576562,6.724304446,5.610588929,7.23669681,6.225880092,5.932184177,7.298870074,7.55249609,7.215685347,7.747002255,7.743756299,6.78650664,8.366514884,6.591687162,6.004067328,4.791504207,6.021200218,6.274800892,6.16027104,5.313153899,7.068469515,6.737410452,5.885555396,5.706765073,5.317418119,6.378574008,6.754899564,7.094590658,6.247443278,5.535951871,7.291210671,6.438732084,7.52312071,6.628769888,6.471354895,5.833880558,7.044077639,6.399797731,7.108499963,6.892443188,6.924975969,7.095448085,6.822450295,7.073341485,6.120015879,7.818613122,6.925885282,6.280830002,7.63258396,6.67667443,6.754955854,6.286424003,5.523229887,7.815031135,6.346048714,6.384928294
BCL7B,5.032483072,5.455522962,4.842483403,5.490123146,5.343564313,5.470297412,4.889059016,5.628869634,5.112224522,4.947472427,5.173329577,5.288118932,5.511105452,4.768582086,5.198949104,4.744068309,4.89861035,4.500492503,5.897895566,5.649585552,5.661478796,4.134588763,4.877528985,5.051201024,5.31205242,5.59195007,5.134191981,4.256000521,4.707334776,5.483362773,5.394919206,5.207283083,5.09475427,4.365073319,4.878268689,4.017704794,4.333351197,4.011282005,5.849204688,4.834337544,5.114042762,5.176897376,5.997915193,4.738292095,4.688194627,3.534559096,4.75792979,4.262313327,4.748779244,4.927274732,5.846397658,5.570991946,4.88876687,5.276461202,4.422567963,5.104934173,4.990721166,4.997918402,4.415693338,6.03720053,4.682860813,5.026171385,5.030967708,4.852371312,4.616858949,4.244998896,5.120726258,5.115429659,4.315634968,5.112945631,4.368451993,5.136963976,3.975752241,4.502046638,5.287131086,4.673548925,4.994445809,5.184365779,4.710933891,4.743551453,5.364946802
TIMELESS,6.818407988,7.393156653,8.358860274,7.204724435,6.521172046,6.550093075,7.113546959,7.438916174,7.67737847,7.085636452,9.013977217,6.653159505,8.365831542,6.607347099,8.903323134,8.290610541,7.687434054,5.837723642,6.573769241,6.011143177,6.645321087,8.203923258,8.46282803,7.82491832,6.289225258,8.238172342,7.912956127,7.336281935,6.795508095,9.263229591,7.952924119,7.37144405,8.163974648,9.114134262,8.502443859,7.164375826,6.889709209,7.648805772,7.659261692,7.947165347,7.058742474,7.870303805,7.474020287,8.161869558,6.765368314,6.764480663,6.958949047,6.460236622,9.153590841,6.761924029,8.940000619,7.832836136,8.19527392,8.182436685,7.241774369,7.764377507,7.297053421,6.740891281,8.187678962,8.549025269,9.515038121,8.34227038,6.248843064,8.464248965,7.283425432,5.965605778,5.344534042,7.01955058,8.141084941,8.036948768,8.230240252,9.149598213,8.278359743,7.798917099,7.31416017,6.242106497,7.961023951,7.505880168,7.907744723,8.316671275,7.42814915
DHX29,7.934246739,7.860889158,8.026800929,7.712096815,4.36782335,8.21445958,7.83486696,6.310536195,8.149074625,7.314349745,7.717031369,7.165716783,7.897049702,7.659828624,7.908596559,7.070778013,7.567137717,6.233801072,7.44157215,7.814861215,7.055004254,8.01136085,7.83277276,7.267407654,7.991501859,7.67339544,8.080907723,8.44162708,6.973713587,7.554424554,8.444211063,6.31763748,7.627003935,8.051162459,7.953722366,7.152611628,7.020654693,7.388238454,6.65495392,8.230836896,7.603007608,7.662853563,8.190982097,6.935408612,6.387754657,7.10909609,7.602330384,7.874429382,7.548367932,7.848720879,8.561223866,7.118321304,7.370383464,7.287526475,7.726804688,5.738116884,8.10276128,6.938539767,7.451102015,6.566340545,8.593523994,8.1306847,7.230512882,8.541469808,7.781803109,7.271659885,4.837805956,8.381380911,8.125724952,8.496961059,7.708361388,7.439309887,7.670629506,7.575036868,7.967318059,6.901834055,7.55361201,6.639367218,6.40017943,7.309243786,7.329201561
MMP2,7.735744677,3.784365506,3.940760459,3.246892631,8.286129323,3.168959991,3.224314801,3.255236819,3.761601502,5.070298119,3.2146553,3.141061656,3.262835478,3.145668878,3.241272138,3.30668416,3.156214552,5.67502553,5.768076923,6.040934711,3.233154919,3.220228188,3.350238064,3.422862238,4.836526133,3.514533574,3.149181362,3.004112127,3.207644859,3.417070081,3.653410253,3.596217036,3.442750936,3.358663864,3.316828566,3.179541907,3.243631615,3.205296911,3.029417328,3.461538541,6.953892565,3.60479957,8.422663816,6.210907022,3.514389403,3.395150396,3.559424078,3.713070723,3.309890689,7.507240187,3.246235172,3.475623508,3.507959337,3.344512149,5.947839135,4.019923024,5.7180525,3.765092881,3.44882608,3.24774591,3.300071691,3.410643251,5.239623002,3.381486355,4.25397185,3.913234337,3.351499141,3.456869138,4.667535696,3.283260818,3.986535995,3.303701862,3.253585449,4.36150354,3.187241393,9.679363754,6.640263472,3.404542548,3.352467991,3.385428071,5.061297743
TCEA2,8.780216516,8.035586293,7.802000715,7.18373826,8.501221754,6.889413592,7.097448301,7.517483485,7.607611293,6.636747563,7.475010913,5.537458522,7.062126168,7.399013817,5.753200302,4.714266431,6.636216301,8.553020214,7.16982001,6.626762281,4.413668297,7.23549292,5.918507671,4.183230448,7.37396165,7.655600704,6.556887929,8.106155571,6.283791185,6.525878429,6.863121344,8.019664661,7.512639672,8.115444239,6.785172399,7.270576038,7.668766198,7.575933532,7.91214964,6.810702017,6.726148628,6.673982439,8.20830569,7.355884398,7.586087715,6.742842449,6.30955157,9.052300819,6.935657638,8.796250801,7.198254032,7.800263099,7.997066812,6.53771273,8.370065682,5.934283864,7.062120677,7.327692936,7.699719714,5.253962039,5.237862752,7.381597546,8.009572336,8.032106213,8.348349755,8.680452159,4.963571804,5.943784705,8.342903883,8.15788154,6.823748233,6.339143764,5.679424131,6.84440333,4.177646101,8.306031094,7.370222308,4.188072067,7.31245003,8.246507973,6.124470463
FHL2,9.653973922,7.596143727,4.34401001,3.409435932,9.911983894,9.937502781,7.847836811,11.34999208,9.127305673,10.61537684,3.935342667,9.318109661,9.437731312,6.45640769,6.867605101,7.985167773,9.608407178,8.622525374,7.848419793,10.75413724,8.781692071,6.922705716,8.10227206,9.536288527,9.803385704,9.273418717,4.596753712,8.498039839,9.675344248,6.235970479,10.82852798,9.120045189,4.022329621,10.0353451,7.913787805,9.914379668,12.34344516,6.967539405,8.820574668,3.100934624,10.18270195,10.13347438,9.755142123,5.931981227,6.916517628,9.552607665,8.996794832,9.000983085,10.63947603,7.964790828,3.04933243,8.937089304,8.261044952,10.33496177,9.487479067,7.748534647,10.49229811,10.72364518,5.03063892,4.983667882,4.113439687,6.448457658,8.382053406,5.607957796,10.33150791,8.845123649,8.716633257,7.803380813,8.810515872,6.737900549,3.322497064,3.160404499,3.081507569,7.462672029,11.52630594,8.532910942,7.750285289,8.692680652,7.570287853,3.290151585,7.925417753
FKBP4,7.277504503,6.948492609,7.848292097,7.099738739,8.19353713,7.107799301,7.647651254,7.690085641,7.871807722,7.30057214,7.681445079,6.763446071,7.539498183,6.673754556,7.597402432,7.564877203,8.214649479,7.111772305,7.497059704,7.054650005,7.551820179,6.8725511,6.911302723,7.351810988,8.222174442,7.904593856,8.869349989,6.798616485,6.249475466,7.463470435,7.919630196,8.453717737,7.467409479,9.654326439,8.120731112,6.477163759,6.869659443,7.26840348,7.652696436,7.681504703,7.290425755,7.471957623,6.318416136,6.677849713,7.8901751,6.911174809,6.770170368,6.35950995,7.360996278,6.50168774,7.465580913,8.279649214,9.248066553,7.929702273,6.55435797,7.397515213,7.48379847,6.81841222,7.380904765,8.196644476,7.996261081,7.97767744,7.771648337,8.986874434,7.975651154,8.009494297,8.747602544,8.898765998,7.445750764,8.672431629,8.089376368,8.476642325,6.046524544,7.734081699,8.40789099,7.520990969,7.557902716,7.859392473,7.709742747,9.312708393,7.433964348
KAT6A,7.739013602,8.684159285,8.127240361,7.307542838,6.623237205,6.466100905,7.419656784,7.029722092,8.262579444,7.03603451,8.350859406,7.141022633,6.917300459,7.479469608,7.32204313,7.658728862,5.889329643,7.992927315,6.237793366,7.581179336,6.139674002,6.568910159,7.541083931,6.438119608,7.79496674,6.525371776,7.473181895,6.479838751,6.623964828,8.739361618,6.362570957,7.896207565,8.00723542,7.358843055,6.994977029,7.476805872,8.239961498,7.858968982,6.860065326,7.196331851,6.673525803,7.119911091,7.433742351,8.012096285,7.125222921,6.880250243,7.453315108,8.148804983,7.0167861,7.231966506,7.817032718,8.191437401,8.383753015,7.32400035,7.668525078,6.286211597,6.976080971,6.710002668,8.01498704,7.250684847,7.351744925,7.885086202,7.290967183,7.217796119,7.218653594,7.048044726,6.08039379,7.182000625,6.306381381,7.390209309,6.801466989,7.775941345,8.037569764,7.092691246,7.286673893,7.4199163,7.151562178,8.227743115,7.12931121,8.465058337,7.334140069
CDK7,9.25974027,8.777314762,8.690633287,9.776250938,8.313646266,10.49848661,9.704291743,9.80727001,9.575409159,9.589415628,8.738161289,10.09516654,9.530316304,8.498237625,9.424108453,9.139736437,10.30906416,8.241653198,9.827290032,9.971562746,9.835045503,9.855879374,10.22603691,10.48840441,9.544620078,8.971631172,10.20429904,10.03475615,9.681503045,8.984260003,10.21490257,9.074025036,8.811869822,9.929154278,8.811802061,8.515331831,10.24724031,9.271523959,8.512775962,9.575936486,9.549801011,8.888900739,9.515963545,8.816330377,10.18948023,9.192903194,9.360581447,9.42705176,9.596083555,8.820199232,10.19227631,10.84292058,10.89632724,10.03970553,9.571633222,8.186488153,9.329331791,9.644214835,8.376454721,8.894718977,9.217426236,9.1690554,10.34233434,11.16951614,10.68681546,9.232553162,11.84773533,9.486737882,9.471818565,10.52089378,9.328356608,8.036506945,9.049845292,10.08582653,9.767123521,9.556350418,9.312103612,10.55947891,10.00840568,9.856881068,8.542274857
